team_a,team_b,result
Vietnam,Malaysia,0
Indonesia,Philippines,1
China,North Macedonia,1
Qatar,Estonia,1
Syria,Iraq,0
Kuwait,North Korea,1
Bahrain,Uzbekistan,1
Bahrain,Uzbekistan,0
Malaysia,Indonesia,1
Kuwait,North Korea,1
Kuwait,North Korea,0
Bahrain,Jordan,1
Saudi Arabia,Iraq,0
Catalonia,Honduras,1
Indonesia,Malaysia,1
Basque Country,Venezuela,1
Syria,Korea Republic,0
Kuwait,Zambia,1
Qatar,North Korea,0
Iran,Angola,1
Iraq,China,0
Jordan,Uzbekistan,1
Jordan,Uzbekistan,0
United Arab Emirates,Syria,1
Bahrain,North Korea,0
Saudi Arabia,Angola,1
Saudi Arabia,Angola,0
Egypt,Tanzania,1
Kenya,Sudan,1
Uganda,Burundi,1
United Arab Emirates,Australia,1
United Arab Emirates,Australia,0
Qatar,Uzbekistan,0
DR Congo,Kenya,1
Egypt,Uganda,1
Kuwait,China,0
Tanzania,Burundi,1
Tanzania,Burundi,0
Japan,Jordan,1
Japan,Jordan,0
Saudi Arabia,Syria,0
India,Australia,0
Korea Republic,Bahrain,1
DR Congo,Sudan,1
Egypt,Burundi,1
Iraq,Iran,0
North Korea,United Arab Emirates,1
North Korea,United Arab Emirates,0
Uganda,Tanzania,1
Uganda,Tanzania,0
Qatar,China,1
Uzbekistan,Kuwait,1
Jordan,Saudi Arabia,1
Syria,Japan,0
Australia,Korea Republic,1
Australia,Korea Republic,0
Bahrain,India,1
DR Congo,Uganda,0
Costa Rica,Honduras,1
Costa Rica,Honduras,0
Egypt,Kenya,1
El Salvador,Nicaragua,1
Panama,Belize,1
Iran,North Korea,1
United Arab Emirates,Iraq,0
Belize,El Salvador,0
China,Uzbekistan,1
China,Uzbekistan,0
Guatemala,Costa Rica,0
Panama,Nicaragua,1
Qatar,Kuwait,1
Tanzania,Sudan,0
DR Congo,Kenya,1
Egypt,Uganda,1
Jordan,Syria,1
Saudi Arabia,Japan,0
Australia,Bahrain,1
Honduras,Guatemala,1
Korea Republic,India,1
Nicaragua,Belize,1
Nicaragua,Belize,0
Panama,El Salvador,1
Botswana,Sweden,0
Iraq,North Korea,1
United Arab Emirates,Iran,0
Honduras,El Salvador,1
Nicaragua,Guatemala,0
Panama,Costa Rica,1
Panama,Costa Rica,0
Qatar,Japan,0
Uzbekistan,Jordan,1
Australia,Iraq,1
Iran,Korea Republic,0
United States,Chile,1
United States,Chile,0
Honduras,Costa Rica,1
Panama,El Salvador,1
Panama,El Salvador,0
Vanuatu,New Caledonia,1
Vanuatu,New Caledonia,0
Japan,Korea Republic,1
Japan,Korea Republic,0
Uzbekistan,Australia,0
Uzbekistan,Korea Republic,0
Australia,Japan,0
Moldova,Poland,0
Cyprus,Sweden,0
Ghana,Togo,1
Republic of Ireland,Wales,1
Mali,Côte d'Ivoire,0
Peru,Panama,1
Romania,Ukraine,1
Romania,Ukraine,0
Albania,Slovenia,0
Andorra,Moldova,0
Argentina,Portugal,1
Armenia,Georgia,0
Azerbaijan,Hungary,0
Belarus,Kazakhstan,1
Belarus,Kazakhstan,0
Belgium,Finland,1
Belgium,Finland,0
Cambodia,Macau,1
Cabo Verde,Burkina Faso,1
DR Congo,Gabon,0
Croatia,Czechia,1
Cyprus,Romania,1
Cyprus,Romania,0
Denmark,England,0
El Salvador,Haiti,1
France,Brazil,1
Germany,Italy,1
Germany,Italy,0
Greece,Canada,1
Guinea-Bissau,Gambia,1
Honduras,Ecuador,1
Honduras,Ecuador,0
Iran,Russia,1
Israel,Serbia,0
Latvia,Bolivia,1
Libya,Benin,1
Luxembourg,Slovakia,1
North Macedonia,Cameroon,0
Malaysia,Hong Kong,1
Malta,Switzerland,1
Malta,Switzerland,0
Mexico,Bosnia and Herzegovina,1
Morocco,Niger,1
Mozambique,Botswana,1
Mozambique,Botswana,0
Namibia,Malawi,0
Netherlands,Austria,1
Nigeria,Sierra Leone,1
Norway,Poland,0
Philippines,Mongolia,1
San Marino,Liechtenstein,0
Scotland,Northern Ireland,1
Senegal,Guinea,1
South Africa,Kenya,1
Spain,Colombia,1
Eswatini,Zambia,0
Sweden,Ukraine,1
Sweden,Ukraine,0
Tanzania,Palestine,1
Turkey,Korea Republic,1
Turkey,Korea Republic,0
Venezuela,Costa Rica,1
Venezuela,Costa Rica,0
Bahrain,Kuwait,1
Bahrain,Kuwait,0
Laos,Taiwan,1
Laos,Taiwan,0
Macau,Cambodia,1
Western Sahara,Galicia,0
Gibraltar,Faroe Islands,1
Mongolia,Philippines,1
Argentina,Venezuela,1
Botswana,Namibia,1
Botswana,Namibia,0
Nepal,Bhutan,1
Nepal,Bhutan,1
Alderney,Guernsey,0
Myanmar,Philippines,1
Myanmar,Philippines,0
India,Taiwan,1
Maldives,Cambodia,1
Palestine,Bangladesh,1
Tajikistan,Kyrgyzstan,1
Turkmenistan,Pakistan,1
Bhutan,Afghanistan,0
Myanmar,Bangladesh,0
Cambodia,Tajikistan,0
Maldives,Kyrgyzstan,1
Pakistan,India,0
Philippines,Palestine,1
Philippines,Palestine,0
Cuba,El Salvador,0
Afghanistan,Bhutan,1
Austria,Belgium,0
Bangladesh,Philippines,0
Myanmar,Palestine,0
Cambodia,Kyrgyzstan,0
China,New Zealand,1
China,New Zealand,0
Estonia,Uruguay,1
Hungary,Netherlands,0
Jamaica,Venezuela,0
Korea Republic,Honduras,1
Lithuania,Poland,1
Luxembourg,France,0
Maldives,Tajikistan,1
Maldives,Tajikistan,0
Montenegro,Uzbekistan,1
Panama,Bolivia,1
Serbia,Northern Ireland,1
Slovenia,Italy,0
Spain,Czechia,1
Turkmenistan,India,1
Turkmenistan,India,0
Albania,Belarus,1
Andorra,Slovakia,0
Armenia,Russia,1
Armenia,Russia,0
Bosnia and Herzegovina,Romania,1
Bulgaria,Switzerland,1
Bulgaria,Switzerland,0
Burkina Faso,Namibia,1
Cabo Verde,Liberia,1
Chad,Botswana,0
Colombia,Ecuador,1
Costa Rica,China,1
Costa Rica,China,0
Cyprus,Iceland,1
Cyprus,Iceland,0
Georgia,Croatia,1
Germany,Kazakhstan,1
Guinea-Bissau,Uganda,0
Republic of Ireland,North Macedonia,1
Israel,Latvia,1
Jordan,Kuwait,1
Jordan,Kuwait,0
Kenya,Angola,1
North Korea,Iraq,1
Malawi,Togo,1
Mali,Zimbabwe,1
Malta,Greece,0
Mexico,Paraguay,1
Norway,Denmark,1
Norway,Denmark,0
Portugal,Chile,1
Portugal,Chile,0
Rwanda,Burundi,1
Senegal,Cameroon,1
South Africa,Egypt,1
Tanzania,Central African Republic,1
United States,Argentina,1
United States,Argentina,0
Wales,England,0
Algeria,Morocco,1
Brazil,Scotland,1
Congo,Ghana,0
DR Congo,Mauritius,1
Côte d'Ivoire,Benin,1
Madagascar,Guinea,1
Madagascar,Guinea,0
Mozambique,Zambia,0
Niger,Sierra Leone,1
Nigeria,Ethiopia,1
Sri Lanka,Tajikistan,1
Sri Lanka,Tajikistan,0
Saint Kitts and Nevis,Grenada,1
Saint Kitts and Nevis,Grenada,0
Sudan,Eswatini,1
Libya,Comoros,1
Guatemala,Bolivia,1
Guatemala,Bolivia,0
Belarus,Canada,0
Belgium,Azerbaijan,1
China,Honduras,1
Colombia,Chile,0
Costa Rica,Argentina,1
Costa Rica,Argentina,0
Cuba,Panama,0
Cyprus,Bulgaria,0
Czechia,Liechtenstein,1
Ecuador,Peru,1
Ecuador,Peru,0
El Salvador,Jamaica,0
England,Ghana,1
England,Ghana,0
Equatorial Guinea,Gambia,1
Estonia,Serbia,1
Estonia,Serbia,0
France,Croatia,1
France,Croatia,0
Germany,Australia,0
Greece,Poland,1
Greece,Poland,0
Republic of Ireland,Uruguay,0
Israel,Georgia,1
Jordan,North Korea,1
Jordan,North Korea,0
Kuwait,Iraq,1
Lithuania,Spain,0
Mexico,Venezuela,1
Mexico,Venezuela,0
Netherlands,Hungary,1
Nigeria,Kenya,1
Northern Ireland,Slovenia,1
Northern Ireland,Slovenia,0
Oman,Tunisia,1
Portugal,Finland,1
Qatar,Russia,1
Qatar,Russia,0
Romania,Luxembourg,1
Slovakia,Denmark,0
Sri Lanka,Tajikistan,0
Sweden,Moldova,1
Turkey,Austria,1
Ukraine,Italy,0
United States,Paraguay,0
Grenada,Saint Kitts and Nevis,0
Tahiti,New Caledonia,0
North Korea,Sri Lanka,1
Nepal,Afghanistan,1
Tahiti,New Caledonia,1
Nepal,North Korea,0
Sri Lanka,Afghanistan,0
North Korea,Afghanistan,1
Nepal,Sri Lanka,1
Nepal,Sri Lanka,0
Argentina,Ecuador,1
Argentina,Ecuador,0
Mozambique,Tanzania,1
New Caledonia,Réunion,0
Monaco,Vatican City,1
New Caledonia,Réunion,0
Guernsey,Jersey,1
Guernsey,Jersey,0
Tanzania,South Africa,0
Guyana,Barbados,1
Guyana,Barbados,1
Republic of Ireland,Northern Ireland,1
Argentina,Paraguay,1
Eswatini,Botswana,1
Eswatini,Botswana,0
Wales,Scotland,0
Estonia,Basque Country,0
Cuba,Nicaragua,1
Cuba,Nicaragua,0
Grenada,Antigua and Barbuda,1
Grenada,Antigua and Barbuda,0
Wales,Northern Ireland,1
Cuba,Nicaragua,1
Mexico,Ecuador,1
Mexico,Ecuador,0
Occitania,Romani people,1
Barbados,Guyana,1
Barbados,Guyana,0
El Salvador,Honduras,1
El Salvador,Honduras,0
Ethiopia,Sudan,0
Germany,Uruguay,1
Republic of Ireland,Scotland,1
Panama,Grenada,1
Eswatini,Malawi,1
Eswatini,Malawi,0
Tunisia,Central African Republic,1
Corsica,Bulgaria,1
Canada,Ecuador,1
Canada,Ecuador,0
Guatemala,Venezuela,0
Japan,Peru,1
Japan,Peru,0
Mexico,New Zealand,1
Nigeria,Argentina,1
Ukraine,Uzbekistan,1
Brittany,Equatorial Guinea,0
Austria,Germany,0
Belarus,France,1
Belarus,France,0
Belgium,Turkey,1
Belgium,Turkey,0
Croatia,Georgia,1
Faroe Islands,Slovenia,0
Hong Kong,Malaysia,1
Hong Kong,Malaysia,0
Italy,Estonia,1
Kazakhstan,Azerbaijan,1
Korea Republic,Serbia,1
Liechtenstein,Lithuania,1
Luxembourg,Hungary,0
Moldova,Sweden,0
Romania,Bosnia and Herzegovina,1
San Marino,Finland,0
Ghana,Congo,1
Bolivia,Paraguay,0
Brazil,Netherlands,1
Brazil,Netherlands,0
Cameroon,Senegal,1
Cameroon,Senegal,0
Central African Republic,Tanzania,1
England,Switzerland,1
England,Switzerland,0
Greece,Malta,1
Iceland,Denmark,0
Latvia,Israel,0
North Macedonia,Republic of Ireland,0
Montenegro,Bulgaria,1
Montenegro,Bulgaria,0
Morocco,Algeria,1
Namibia,Burkina Faso,0
Peru,Czechia,1
Peru,Czechia,0
Portugal,Norway,1
Russia,Armenia,1
Sierra Leone,Niger,1
Slovakia,Andorra,1
Uganda,Guinea-Bissau,1
United States,Spain,0
Zambia,Mozambique,1
Angola,Kenya,1
Australia,New Zealand,1
Benin,Côte d'Ivoire,0
Botswana,Malawi,1
Botswana,Malawi,0
Burundi,Rwanda,1
China,Uzbekistan,1
Comoros,Libya,1
Comoros,Libya,0
Costa Rica,Cuba,1
Egypt,South Africa,1
Egypt,South Africa,0
Ethiopia,Nigeria,1
Ethiopia,Nigeria,0
Guinea,Madagascar,1
Liberia,Cabo Verde,1
Mauritius,DR Congo,0
Mexico,El Salvador,1
Poland,Argentina,1
Eswatini,Sudan,0
Tunisia,Chad,1
Zimbabwe,Mali,1
Honduras,Guatemala,1
Honduras,Guatemala,0
Jamaica,Grenada,1
Ukraine,France,0
Australia,Serbia,1
Australia,Serbia,0
Austria,Latvia,1
Azerbaijan,Germany,0
Belarus,Luxembourg,1
Bosnia and Herzegovina,Albania,1
Brazil,Romania,1
Ecuador,Greece,1
Ecuador,Greece,0
Faroe Islands,Estonia,1
Gabon,Gambia,0
Italy,Republic of Ireland,0
Japan,Czechia,1
Japan,Czechia,0
Korea Republic,Ghana,1
Norway,Lithuania,1
Panama,Guadeloupe,1
Paraguay,Bolivia,1
Paraguay,Bolivia,0
Russia,Cameroon,1
Russia,Cameroon,0
San Marino,Hungary,0
Sweden,Finland,1
United States,Canada,1
Venezuela,Spain,0
China,North Korea,1
Uruguay,Netherlands,1
Uruguay,Netherlands,0
Costa Rica,El Salvador,1
Costa Rica,El Salvador,0
Cuba,Mexico,0
Poland,France,0
Grenada,Honduras,0
Jamaica,Guatemala,1
Canada,Guadeloupe,1
Mexico,Venezuela,0
Paraguay,Romania,1
United States,Panama,0
El Salvador,Cuba,1
Mexico,Costa Rica,1
Palestine,Vatican City,1
Guatemala,Grenada,1
Honduras,Jamaica,0
Canada,Panama,1
Canada,Panama,0
United States,Guadeloupe,1
Montserrat,Belize,0
Costa Rica,Honduras,1
Costa Rica,Honduras,0
Malaysia,Myanmar,1
Mexico,Guatemala,1
Chile,Estonia,1
Anguilla,United States Virgin Islands,1
Anguilla,United States Virgin Islands,0
Panama,El Salvador,1
Panama,El Salvador,0
United States,Jamaica,1
Argentina,Albania,1
Honduras,Mexico,0
United States,Panama,1
Uruguay,Estonia,1
Paraguay,Chile,1
Paraguay,Chile,0
Colombia,Senegal,1
Kenya,Sudan,0
United States,Mexico,0
Rhodes,Greenland,1
Jersey,Menorca,1
Alderney,Gibraltar,0
Isle of Wight,Ynys Môn,1
Gotland,Isle of Man,0
Guernsey,Falkland Islands,1
Åland Islands,Saare County,1
Åland Islands,Saare County,0
Bolivia,Mexico,0
Greenland,Menorca,0
Jersey,Rhodes,1
Isle of Wight,Alderney,1
Gibraltar,Ynys Môn,1
Isle of Man,Falkland Islands,1
Gotland,Guernsey,0
Western Isles,Åland Islands,0
Peru,Senegal,1
Greenland,Jersey,0
Alderney,Ynys Môn,0
Isle of Wight,Gibraltar,1
Guernsey,Isle of Man,1
Falkland Islands,Gotland,0
Saare County,Western Isles,1
Afghanistan,Palestine,0
Bangladesh,Pakistan,1
Cambodia,Laos,1
Iraq,Syria,0
Malaysia,Taiwan,1
Mongolia,Myanmar,1
Nepal,Timor-Leste,1
Sri Lanka,Philippines,1
Sri Lanka,Philippines,0
Vietnam,Macau,1
Alderney,Falkland Islands,0
Greenland,Western Isles,1
Gotland,Ynys Môn,0
Isle of Man,Menorca,1
Isle of Man,Menorca,0
Saare County,Gibraltar,0
Isle of Wight,Jersey,1
Guernsey,Åland Islands,1
Argentina,Bolivia,1
Argentina,Bolivia,0
Jersey,Åland Islands,1
Isle of Wight,Guernsey,1
Colombia,Costa Rica,1
Lebanon,Kuwait,0
Nepal,Timor-Leste,1
Turks and Caicos Islands,Bahamas,0
Brazil,Venezuela,1
Brazil,Venezuela,0
Myanmar,Mongolia,1
Laos,Cambodia,1
Macau,Vietnam,0
Pakistan,Bangladesh,1
Pakistan,Bangladesh,0
Palestine,Afghanistan,1
Palestine,Afghanistan,0
Paraguay,Ecuador,1
Paraguay,Ecuador,0
Philippines,Sri Lanka,1
United States Virgin Islands,British Virgin Islands,1
Taiwan,Malaysia,1
Chile,Mexico,1
Uruguay,Peru,1
Uruguay,Peru,0
Jordan,Syria,0
Argentina,Colombia,1
Argentina,Colombia,0
Kuwait,Oman,1
Kuwait,Oman,0
Malawi,Namibia,0
Bolivia,Costa Rica,0
Solomon Islands,Vanuatu,1
Aruba,Saint Lucia,1
Dominican Republic,Anguilla,1
Jordan,Yemen,1
Peru,Mexico,1
Uruguay,Chile,1
Uruguay,Chile,0
Bahamas,Turks and Caicos Islands,1
Brazil,Paraguay,1
Brazil,Paraguay,0
Lebanon,Oman,0
Solomon Islands,Vanuatu,1
Solomon Islands,Vanuatu,0
Venezuela,Ecuador,1
British Virgin Islands,United States Virgin Islands,0
Colombia,Bolivia,1
Dominican Republic,Anguilla,1
Maldives,India,1
Maldives,India,0
Argentina,Costa Rica,1
Chile,Peru,1
Saint Lucia,Aruba,1
Uruguay,Mexico,1
Brazil,Ecuador,1
Iraq,Kuwait,0
Jordan,Saudi Arabia,1
Jordan,Saudi Arabia,0
Paraguay,Venezuela,1
Paraguay,Venezuela,0
Thailand,Myanmar,1
Fiji,Vanuatu,0
Oman,Syria,1
Oman,Syria,0
Thailand,Myanmar,1
Thailand,Myanmar,0
Argentina,Uruguay,1
Argentina,Uruguay,0
Colombia,Peru,0
Jordan,Iraq,1
Jordan,Iraq,0
Kuwait,Saudi Arabia,1
Belize,Montserrat,1
Brazil,Paraguay,1
Brazil,Paraguay,0
Chile,Venezuela,0
Iran,Madagascar,1
Qatar,India,0
United Arab Emirates,Lebanon,1
Singapore,Taiwan,1
Peru,Uruguay,0
Paraguay,Venezuela,1
Paraguay,Venezuela,0
China,Laos,1
Iran,Maldives,1
Iraq,Yemen,1
Jordan,Nepal,1
Kuwait,Philippines,1
Lebanon,Bangladesh,1
Oman,Myanmar,1
Peru,Venezuela,1
Qatar,Vietnam,1
Saudi Arabia,Hong Kong,1
Singapore,Malaysia,1
Syria,Tajikistan,0
Thailand,Palestine,1
Turkmenistan,Indonesia,1
Turkmenistan,Indonesia,0
United Arab Emirates,India,1
Uzbekistan,Kyrgyzstan,1
Liberia,Gambia,1
Uruguay,Paraguay,1
Vanuatu,Solomon Islands,1
Vanuatu,Solomon Islands,0
Bangladesh,Lebanon,1
Myanmar,Oman,0
Hong Kong,Saudi Arabia,0
India,United Arab Emirates,1
India,United Arab Emirates,0
Indonesia,Turkmenistan,1
Kyrgyzstan,Uzbekistan,0
Laos,China,0
Malaysia,Singapore,1
Malaysia,Singapore,0
Maldives,Iran,0
Nepal,Jordan,1
Nepal,Jordan,0
Palestine,Thailand,1
Palestine,Thailand,0
Philippines,Kuwait,0
Tajikistan,Syria,1
Vietnam,Qatar,1
Yemen,Iraq,1
Yemen,Iraq,0
Vanuatu,Solomon Islands,1
Eswatini,Botswana,0
Seychelles,Comoros,1
Seychelles,Comoros,0
Maldives,Mauritius,1
Maldives,Mauritius,0
Madagascar,Mayotte,1
Madagascar,Mayotte,0
Seychelles,Mauritius,1
Comoros,Maldives,1
Comoros,Maldives,0
Réunion,Madagascar,1
El Salvador,Venezuela,1
Mayotte,Réunion,1
Mauritius,Comoros,1
Seychelles,Maldives,1
Albania,Montenegro,1
Austria,Slovakia,0
Azerbaijan,North Macedonia,0
Belarus,Bulgaria,1
Bolivia,Panama,0
Bosnia and Herzegovina,Greece,1
Bosnia and Herzegovina,Greece,0
Botswana,Kenya,1
China,Jamaica,1
Costa Rica,Ecuador,0
Cyprus,Moldova,1
Equatorial Guinea,Guinea-Bissau,0
France,Chile,1
France,Chile,0
Gabon,Guinea,1
Gabon,Guinea,0
Gambia,DR Congo,1
Germany,Brazil,1
Honduras,Venezuela,1
Hungary,Iceland,1
Republic of Ireland,Croatia,1
Republic of Ireland,Croatia,0
Israel,Côte d'Ivoire,0
Italy,Spain,1
Japan,Korea Republic,1
Kazakhstan,Syria,1
Kazakhstan,Syria,0
Kuwait,North Korea,1
Kuwait,North Korea,0
Latvia,Finland,0
Liberia,Angola,1
Liberia,Angola,0
Liechtenstein,Switzerland,0
Lithuania,Armenia,1
Malta,Central African Republic,1
Niger,Togo,1
Niger,Togo,0
Northern Ireland,Faroe Islands,1
Norway,Czechia,1
Oman,Bahrain,1
Oman,Bahrain,0
Poland,Georgia,1
Portugal,Luxembourg,1
Russia,Serbia,1
San Marino,Romania,0
Scotland,Denmark,1
Senegal,Morocco,0
Slovenia,Belgium,1
Slovenia,Belgium,0
South Africa,Burkina Faso,1
Tunisia,Mali,1
Turkey,Estonia,1
Ukraine,Sweden,0
United States,Mexico,1
United States,Mexico,0
Wales,Australia,0
Zimbabwe,Zambia,1
Seychelles,Réunion,1
Mayotte,Mauritius,1
Mayotte,Mauritius,0
Réunion,Mayotte,1
Seychelles,Mauritius,1
Seychelles,Mauritius,0
Liberia,Niger,1
Liberia,Niger,0
Fiji,Samoa,1
Lebanon,Syria,0
Fiji,Samoa,1
Eritrea,Sudan,0
Qatar,Iraq,0
Dominican Republic,Curaçao,1
Lesotho,Eswatini,1
Lesotho,Eswatini,0
Barbados,Saint Lucia,1
Dominican Republic,Curaçao,1
Trinidad and Tobago,India,1
Indonesia,Palestine,1
Jordan,Tunisia,1
Jordan,Tunisia,0
Lesotho,Eswatini,0
Tuvalu,Samoa,1
Guyana,India,1
Thailand,Singapore,1
Thailand,Singapore,0
United Arab Emirates,Qatar,1
Bahrain,Sudan,1
Angola,DR Congo,0
Fiji,Tahiti,1
Jordan,Indonesia,1
New Caledonia,Vanuatu,1
Oman,Kuwait,1
Papua New Guinea,Cook Islands,1
Solomon Islands,Guam,1
Tuvalu,American Samoa,1
Antigua and Barbuda,Saint Vincent and the Grenadines,1
Antigua and Barbuda,Saint Vincent and the Grenadines,0
American Samoa,Solomon Islands,0
Fiji,Kiribati,1
New Caledonia,Guam,1
Tahiti,Cook Islands,1
Vanuatu,Tuvalu,1
American Samoa,Guam,0
Cook Islands,Kiribati,1
New Caledonia,Tuvalu,1
Tahiti,Papua New Guinea,1
Tahiti,Papua New Guinea,0
Vanuatu,Solomon Islands,1
Albania,France,0
Andorra,Armenia,0
Antigua and Barbuda,Curaçao,1
Argentina,Venezuela,1
Australia,Thailand,1
Azerbaijan,Belgium,1
Azerbaijan,Belgium,0
Bahrain,Qatar,1
Bahrain,Qatar,0
Belarus,Bosnia and Herzegovina,0
Bulgaria,England,0
Canada,Saint Lucia,1
China,Singapore,1
Cyprus,Portugal,0
Dominica,Nicaragua,0
Ecuador,Jamaica,1
El Salvador,Dominican Republic,1
Faroe Islands,Italy,0
Finland,Moldova,1
Georgia,Latvia,0
Germany,Austria,1
Ghana,Eswatini,1
Grenada,Belize,0
Guyana,Barbados,1
Haiti,United States Virgin Islands,1
Hungary,Sweden,1
Iran,Indonesia,1
Iraq,Jordan,0
Republic of Ireland,Slovakia,1
Republic of Ireland,Slovakia,0
Israel,Greece,0
Japan,North Korea,1
Korea Republic,Lebanon,1
Lithuania,Liechtenstein,1
Lithuania,Liechtenstein,0
Luxembourg,Romania,0
Malta,Croatia,0
Netherlands,San Marino,1
Northern Ireland,Serbia,0
Norway,Iceland,1
Oman,Saudi Arabia,1
Oman,Saudi Arabia,0
Panama,Paraguay,0
Peru,Bolivia,1
Peru,Bolivia,0
Poland,Mexico,1
Poland,Mexico,0
Russia,North Macedonia,1
Slovenia,Estonia,0
Spain,Chile,1
Saint Kitts and Nevis,Puerto Rico,1
Saint Kitts and Nevis,Puerto Rico,0
Suriname,Cayman Islands,1
Tajikistan,Uzbekistan,0
Trinidad and Tobago,Bermuda,1
Turkey,Kazakhstan,1
Ukraine,Uruguay,0
United Arab Emirates,Kuwait,0
United States,Costa Rica,0
Wales,Montenegro,1
Guatemala,Saint Vincent and the Grenadines,1
Burkina Faso,Equatorial Guinea,1
Cameroon,Mauritius,1
Cook Islands,Fiji,0
Guam,Vanuatu,0
Honduras,Colombia,0
Kenya,Guinea-Bissau,1
Kiribati,Papua New Guinea,0
Libya,Mozambique,1
Malawi,Tunisia,1
Malawi,Tunisia,0
Mali,Cabo Verde,1
Namibia,Gambia,1
New Caledonia,American Samoa,1
Rwanda,Côte d'Ivoire,0
Scotland,Czechia,1
Scotland,Czechia,0
Senegal,DR Congo,1
Sierra Leone,Egypt,1
Solomon Islands,Tuvalu,1
Tanzania,Algeria,1
Tanzania,Algeria,0
Angola,Uganda,1
Burundi,Benin,1
Burundi,Benin,0
Central African Republic,Morocco,1
Central African Republic,Morocco,0
Comoros,Zambia,0
Congo,Sudan,0
Guinea,Ethiopia,1
Madagascar,Nigeria,0
Mexico,Chile,1
Niger,South Africa,1
Togo,Botswana,1
Zimbabwe,Liberia,1
American Samoa,Vanuatu,0
Bolivia,Peru,1
Bolivia,Peru,0
Brazil,Ghana,1
Guam,Tuvalu,1
Guam,Tuvalu,0
Kiribati,Tahiti,0
New Caledonia,Solomon Islands,0
Papua New Guinea,Fiji,0
Argentina,Nigeria,1
Austria,Turkey,1
Austria,Turkey,0
Azerbaijan,Kazakhstan,1
Barbados,Trinidad and Tobago,0
Belgium,United States,1
Belize,Guatemala,0
Bosnia and Herzegovina,Belarus,1
Cayman Islands,El Salvador,0
Croatia,Israel,1
Curaçao,Haiti,0
Czechia,Ukraine,1
Denmark,Norway,1
Dominican Republic,Suriname,1
Dominican Republic,Suriname,0
Ecuador,Costa Rica,1
England,Wales,1
Estonia,Northern Ireland,1
Finland,Netherlands,0
Gabon,Niger,1
Guyana,Bermuda,1
Honduras,Paraguay,0
Iceland,Cyprus,1
Indonesia,Bahrain,0
Italy,Slovenia,1
Jamaica,Colombia,0
Jordan,China,1
North Korea,Tajikistan,1
Kuwait,Korea Republic,1
Kuwait,Korea Republic,0
Latvia,Greece,1
Latvia,Greece,0
Lebanon,United Arab Emirates,1
Luxembourg,Albania,1
North Macedonia,Andorra,1
Malta,Georgia,1
Malta,Georgia,0
Moldova,Hungary,0
Nicaragua,Panama,0
Poland,Germany,1
Poland,Germany,0
Puerto Rico,Canada,0
Qatar,Iran,1
Qatar,Iran,0
Romania,France,1
Romania,France,0
Russia,Republic of Ireland,1
Russia,Republic of Ireland,0
San Marino,Sweden,0
Saudi Arabia,Australia,0
Scotland,Lithuania,1
Serbia,Faroe Islands,1
Singapore,Iraq,0
Slovakia,Armenia,0
Spain,Liechtenstein,1
Saint Lucia,Saint Kitts and Nevis,0
Switzerland,Bulgaria,1
Thailand,Oman,1
Uzbekistan,Japan,1
Uzbekistan,Japan,0
Venezuela,Guinea,1
United States Virgin Islands,Antigua and Barbuda,0
Equatorial Guinea,Central African Republic,1
New Caledonia,Tahiti,1
Solomon Islands,Fiji,1
New Caledonia,Solomon Islands,1
Tahiti,Fiji,1
Saint Vincent and the Grenadines,Dominica,1
Argentina,Brazil,1
Argentina,Brazil,0
Saint Vincent and the Grenadines,Grenada,1
Suriname,Curaçao,1
Suriname,Curaçao,1
Suriname,Curaçao,0
Brazil,Argentina,1
Antigua and Barbuda,Martinique,1
Hong Kong,Philippines,1
Hong Kong,Philippines,0
Taiwan,Macau,1
Ethiopia,Sudan,0
Antigua and Barbuda,Martinique,0
Hong Kong,Macau,1
Taiwan,Philippines,1
Taiwan,Philippines,0
Ethiopia,Malawi,1
Ethiopia,Malawi,0
Philippines,Macau,1
Taiwan,Hong Kong,0
Iran,Palestine,1
China,United Arab Emirates,1
Thailand,Jordan,1
Thailand,Jordan,0
Andorra,Republic of Ireland,0
Argentina,Chile,1
Armenia,North Macedonia,1
Australia,Malaysia,1
Azerbaijan,Austria,0
Barbados,Guyana,0
Belgium,Kazakhstan,1
Belize,Grenada,0
Bermuda,Trinidad and Tobago,1
Bosnia and Herzegovina,Luxembourg,1
Cayman Islands,Suriname,0
DR Congo,Cameroon,0
Costa Rica,Brazil,0
Curaçao,Antigua and Barbuda,0
Cyprus,Denmark,0
Czechia,Spain,0
Dominica,Panama,0
Dominican Republic,El Salvador,0
Ecuador,Venezuela,1
Finland,Sweden,0
France,Albania,1
Gabon,Equatorial Guinea,1
Greece,Croatia,1
Indonesia,Saudi Arabia,1
Indonesia,Saudi Arabia,0
Japan,Vietnam,1
Korea Republic,Poland,1
Korea Republic,Poland,0
Latvia,Malta,1
Montenegro,England,1
Montenegro,England,0
Netherlands,Moldova,1
Northern Ireland,Estonia,0
Peru,Paraguay,1
Portugal,Iceland,1
Puerto Rico,Saint Kitts and Nevis,1
Puerto Rico,Saint Kitts and Nevis,0
Romania,Belarus,1
Romania,Belarus,0
Serbia,Italy,1
Serbia,Italy,0
Singapore,Philippines,1
Slovakia,Russia,0
Saint Lucia,Canada,0
Turkey,Germany,0
Ukraine,Bulgaria,1
Uruguay,Bolivia,1
United States Virgin Islands,Haiti,0
Wales,Switzerland,1
Saint Vincent and the Grenadines,Guatemala,0
Cabo Verde,Zimbabwe,1
